timestamp,Sound filtered,Sound RAW,Gain,Resistor 6,Resistor 7
2016/10/23-00:27:03.957,12,4.84,1593.61,0.00,392.16
2016/10/23-00:27:03.980,9,3.22,1593.61,0.00,392.16
2016/10/23-00:27:04.3,9,9.67,1593.61,0.00,392.16
2016/10/23-00:27:04.26,7,4.84,1593.61,0.00,392.16
2016/10/23-00:27:04.49,7,9.67,1593.61,0.00,392.16
2016/10/23-00:27:04.73,7,7.25,1593.61,0.00,392.16
2016/10/23-00:27:04.96,6,5.64,1593.61,0.00,392.16
2016/10/23-00:27:04.119,6,6.45,1593.61,0.00,392.16
2016/10/23-00:27:04.142,5,3.22,1593.61,0.00,392.16
2016/10/23-00:27:04.165,5,8.06,1593.61,0.00,392.16
2016/10/23-00:27:04.188,4,4.03,1593.61,0.00,392.16
2016/10/23-00:27:04.211,5,10.48,1593.61,0.00,392.16
2016/10/23-00:27:04.234,4,3.22,1593.61,0.00,392.16
2016/10/23-00:27:04.257,7,14.51,1593.61,0.00,392.16
2016/10/23-00:27:04.280,7,7.25,1593.61,0.00,392.16
2016/10/23-00:27:04.303,5,1.61,1593.61,0.00,392.16
2016/10/23-00:27:04.326,5,8.06,1593.61,0.00,392.16
2016/10/23-00:27:04.349,5,8.86,1593.61,0.00,392.16
2016/10/23-00:27:04.372,3,1.61,1593.61,0.00,392.16
2016/10/23-00:27:04.395,4,9.67,1593.61,0.00,392.16
2016/10/23-00:27:04.418,4,6.45,1593.61,0.00,392.16
2016/10/23-00:27:04.441,5,9.67,1593.61,0.00,392.16
2016/10/23-00:27:04.464,4,4.03,1593.61,0.00,392.16
2016/10/23-00:27:04.487,76,247.40,1593.61,0.00,392.16
2016/10/23-00:27:04.512,107,181.32,1593.61,0.00,392.16
2016/10/23-00:27:04.534,111,123.30,1593.61,0.00,392.16
2016/10/23-00:27:04.556,98,70.92,1593.61,0.00,392.16
2016/10/23-00:27:04.579,77,29.01,1593.61,0.00,392.16
2016/10/23-00:27:04.602,137,278.83,1593.61,0.00,392.16
2016/10/23-00:27:04.625,158,210.33,1593.61,0.00,392.16
2016/10/23-00:27:04.648,155,149.89,1593.61,0.00,392.16
2016/10/23-00:27:04.671,137,98.32,1593.61,0.00,392.16
2016/10/23-00:27:04.694,110,49.16,1593.61,0.00,392.16
2016/10/23-00:27:04.717,83,21.76,1593.61,0.00,392.16
2016/10/23-00:27:04.740,61,12.89,1593.61,0.00,392.16
2016/10/23-00:27:04.765,48,19.34,1593.61,0.00,392.16
